Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag",Location 1,Location 2
PUERTO RICO,2016,32,,-,0,,1,,1,,3,,,-,0,,3,,8,,9,,,-,0,,1,,,-,10,,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2016,32,,-,0,,1,,2,,1,,,-,4,,13,,81,,114,,,-,0,,1,,2,,7,,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2016,32,,-,0,,2,,,-,20,,,-,0,,13,,2,,174,,,-,0,,4,,4,,19,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2016,32,,-,0,,4,,21,,4,,,-,12,,27,,256,,285,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
GUAM,2016,32,,-,0,,0,,,-,5,,,-,0,,7,,,-,45,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2016,32,,-,0,,2,,2,,,-,2,,1,,7,,77,,84,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
MONTANA,2016,32,,-,0,,6,,20,,,-,,-,0,,8,,13,,205,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
UTAH,2016,32,,-,0,,1,,1,,,-,,-,4,,15,,98,,378,,,-,0,,4,,,-,9,,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2016,32,,-,0,,0,,,-,1,,,-,0,,7,,14,,43,,,-,0,,4,,21,,23,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,32,,-,0,,3,,27,,12,,21,,25,,119,,687,,849,,7,,12,,51,,357,,596,,"TEXAS
(31.827233, -99.423022)",
COLORADO,2016,32,,-,0,,3,,10,,5,,12,,15,,26,,439,,590,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,32,,-,1,,28,,204,,4,,,-,4,,10,,76,,148,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2016,32,5,,0,,9,,43,,16,,15,,13,,50,,431,,324,,16,,8,,33,,326,,209,,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2016,32,,-,11,,33,,283,,124,,,-,16,,31,,493,,370,,1,,1,,18,,35,,37,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,32,,-,0,,2,,7,,2,,1,,6,,19,,168,,301,,,-,0,,4,,13,,19,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,32,,-,0,,1,,,-,1,,,-,0,,16,,59,,12,,2,,0,,2,,14,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2016,32,,-,0,,0,,,-,,-,,-,0,,2,,6,,4,,,-,0,,2,,14,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2016,32,,-,0,,1,,4,,,-,1,,4,,12,,140,,203,,3,,1,,6,,43,,17,,"MAINE
(45.252223, -68.986647)",
ARIZONA,2016,32,,-,0,,1,,4,,,-,,-,6,,21,,212,,413,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
NEVADA,2016,32,,-,0,,1,,1,,,-,,-,0,,7,,1,,87,,,-,0,,1,,2,,5,,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2016,32,,-,0,,7,,3,,,-,5,,5,,1382,,286,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2016,32,,-,0,,2,,6,,,-,,-,2,,11,,52,,327,,1,,1,,8,,43,,79,,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2016,32,,-,0,,1,,1,,,-,,-,3,,15,,85,,149,,,-,0,,9,,,-,166,,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2016,32,,-,0,,17,,20,,6,,,-,19,,34,,557,,394,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2016,32,,-,0,,8,,27,,3,,,-,7,,31,,171,,244,,5,,5,,12,,162,,216,,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2016,32,,-,0,,0,,,-,,-,,-,0,,4,,14,,12,,,-,0,,2,,,-,7,,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2016,32,,-,0,,10,,45,,1,,3,,3,,13,,107,,411,,1,,0,,2,,10,,23,,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2016,32,,-,0,,1,,,-,4,,,-,1,,7,,27,,30,,,-,0,,4,,15,,53,,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2016,32,,-,0,,0,,,-,2,,1,,0,,3,,11,,5,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OREGON,2016,32,,-,0,,1,,4,,3,,,-,5,,15,,133,,450,,,-,0,,3,,5,,9,,"OREGON
(44.567912, -120.156945)",
IOWA,2016,32,,-,16,,47,,536,,17,,,-,3,,11,,71,,93,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALABAMA,2016,32,,-,0,,1,,1,,1,,,-,3,,7,,115,,104,,2,,1,,4,,51,,62,,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2016,33,9,,50,,130,,1812,,430,,123,,307,,1924,,9174,,12894,,20,,58,,128,,1671,,2572,,,
NEW ENGLAND,2016,33,,-,1,,39,,250,,9,,4,,12,,30,,457,,457,,2,,5,,13,,171,,157,,,
MID. ATLANTIC,2016,33,5,,2,,13,,97,,88,,22,,53,,92,,1722,,1412,,,-,10,,33,,326,,435,,,
NEW YORK CITY,2016,33,,-,1,,10,,30,,45,,,-,7,,22,,178,,214,,,-,0,,1,,,-,5,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,,-,17,,54,,607,,164,,23,,63,,137,,2095,,1714,,3,,1,,19,,71,,93,,,
W.N. CENTRAL,2016,33,,-,19,,48,,622,,47,,,-,24,,64,,523,,1343,,1,,2,,8,,72,,147,,,
S. ATLANTIC,2016,33,4,,1,,8,,55,,50,,11,,25,,77,,778,,1083,,,-,15,,36,,441,,743,,,
DIST. OF COL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,,-,0,,14,,77,,8,,5,,14,,34,,574,,334,,7,,2,,6,,71,,73,,,
W.S. CENTRAL,2016,33,,-,1,,3,,29,,19,,26,,27,,163,,854,,986,,6,,14,,55,,398,,742,,,
MOUNTAIN,2016,33,,-,0,,6,,39,,15,,16,,34,,72,,943,,2005,,,-,0,,6,,12,,38,,,
PACIFIC,2016,33,,-,1,,7,,36,,30,,16,,40,,1410,,1228,,3560,,1,,4,,17,,109,,144,,,
AMER. SAMOA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WYOMING,2016,33,,-,0,,0,,,-,,-,,-,0,,4,,14,,12,,,-,0,,2,,,-,7,,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2016,33,1,,0,,2,,11,,8,,5,,7,,15,,224,,222,,,-,0,,18,,53,,83,,"FLORIDA
(28.915325, -81.922409)",
ARIZONA,2016,33,,-,0,,1,,4,,1,,,-,6,,21,,212,,423,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2016,33,,-,0,,17,,20,,7,,1,,20,,90,,675,,404,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2016,33,,-,0,,5,,7,,2,,,-,1,,3,,27,,22,,,-,0,,2,,13,,14,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2016,33,,-,0,,3,,10,,5,,15,,14,,26,,454,,599,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,33,,-,1,,28,,204,,4,,,-,3,,10,,76,,157,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2016,33,,-,0,,0,,,-,1,,,-,2,,8,,80,,8,,1,,1,,3,,33,,13,,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2016,33,,-,0,,3,,25,,26,,,-,25,,63,,671,,2977,,,-,2,,14,,94,,131,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2016,33,,-,0,,1,,4,,3,,,-,5,,15,,135,,465,,1,,0,,3,,6,,10,,"OREGON
(44.567912, -120.156945)",
IDAHO,2016,33,,-,0,,1,,1,,8,,1,,1,,8,,69,,170,,,-,0,,3,,8,,5,,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2016,33,5,,0,,9,,48,,16,,13,,13,,50,,442,,338,,,-,8,,33,,326,,223,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,33,,-,0,,14,,73,,4,,1,,7,,27,,365,,79,,,-,0,,5,,12,,8,,"KENTUCKY
(37.64591, -84.774043)",
RHODE ISLAND,2016,33,,-,0,,1,,1,,1,,,-,0,,16,,59,,14,,,-,0,,2,,14,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2016,33,,-,0,,1,,1,,,-,1,,4,,16,,106,,153,,,-,0,,9,,,-,170,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2016,33,,-,0,,1,,1,,,-,,-,0,,7,,1,,87,,,-,0,,1,,2,,5,,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2016,33,,-,11,,33,,288,,137,,,-,16,,31,,525,,385,,3,,1,,18,,41,,44,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2016,33,,-,0,,1,,3,,3,,4,,3,,7,,91,,139,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2016,33,,-,0,,1,,1,,4,,,-,1,,7,,27,,33,,,-,0,,4,,15,,53,,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2016,33,,-,0,,2,,8,,2,,4,,6,,19,,187,,311,,,-,0,,4,,17,,23,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,33,,-,1,,23,,227,,2,,,-,3,,9,,96,,142,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MAINE,2016,33,,-,0,,1,,4,,,-,4,,4,,12,,153,,203,,1,,1,,6,,44,,18,,"MAINE
(45.252223, -68.986647)",
GUAM,2016,33,,-,0,,0,,,-,5,,,-,0,,7,,,-,45,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2016,33,,-,0,,20,,64,,16,,18,,18,,40,,612,,472,,,-,0,,5,,13,,26,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,33,,-,16,,47,,536,,21,,,-,3,,11,,71,,97,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
LOUISIANA,2016,33,,-,0,,1,,,-,1,,,-,1,,5,,35,,40,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2016,33,,-,0,,1,,2,,1,,,-,3,,13,,81,,116,,,-,0,,1,,2,,8,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2016,33,,-,0,,0,,,-,1,,,-,0,,7,,14,,44,,,-,0,,4,,21,,27,,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2016,33,,-,0,,7,,3,,,-,15,,5,,1382,,299,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NORTH DAKOTA,2016,33,,-,0,,3,,12,,,-,,-,1,,4,,21,,20,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2016,33,,-,0,,8,,27,,3,,,-,7,,31,,177,,250,,,-,5,,10,,162,,224,,"NORTH CAROLINA
(35.47995, -79.180571)",
OKLAHOMA,2016,33,,-,0,,1,,1,,1,,6,,0,,54,,74,,27,,,-,0,,3,,20,,71,,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2016,33,,-,0,,1,,1,,,-,,-,4,,15,,99,,385,,,-,0,,4,,,-,13,,"UTAH
(39.359772, -111.584173)",
SOUTH DAKOTA,2016,33,,-,0,,2,,2,,,-,,-,0,,2,,6,,4,,,-,0,,2,,14,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2016,33,,-,0,,10,,45,,1,,,-,3,,13,,107,,415,,1,,0,,2,,11,,23,,"NEBRASKA
(41.640503, -99.367122)",
MONTANA,2016,33,,-,0,,6,,20,,,-,,-,0,,8,,13,,213,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
SOUTH CAROLINA,2016,33,,-,0,,1,,4,,,-,2,,2,,17,,84,,111,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW JERSEY,2016,33,,-,0,,3,,16,,19,,,-,10,,23,,277,,261,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
KANSAS,2016,33,,-,0,,2,,6,,,-,,-,2,,11,,52,,336,,,-,1,,8,,43,,81,,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2016,33,,-,0,,2,,3,,8,,9,,21,,40,,825,,599,,,-,0,,15,,,-,207,,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2016,33,,-,0,,4,,21,,4,,,-,11,,27,,264,,293,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
DELAWARE,2016,33,,-,0,,0,,,-,2,,,-,0,,3,,11,,6,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2016,33,,-,0,,12,,34,,1,,,-,1,,6,,62,,53,,,-,3,,12,,67,,102,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2016,33,,-,0,,2,,7,,29,,,-,4,,35,,100,,215,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PUERTO RICO,2016,33,,-,0,,1,,1,,3,,,-,0,,3,,8,,10,,,-,0,,1,,,-,11,,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2016,33,,-,0,,1,,1,,1,,,-,3,,7,,117,,107,,7,,1,,4,,58,,64,,"ALABAMA
(32.839182, -86.631125)",
TEXAS,2016,33,,-,0,,3,,27,,13,,20,,25,,119,,718,,886,,6,,12,,51,,363,,618,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2016,33,,-,0,,1,,2,,1,,,-,1,,5,,44,,32,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSISSIPPI,2016,33,,-,0,,0,,,-,,-,,-,0,,1,,1,,9,,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
ALASKA,2016,33,,-,0,,2,,2,,,-,1,,2,,6,,79,,86,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2016,33,,-,0,,2,,,-,21,,,-,0,,13,,2,,178,,,-,0,,4,,4,,20,,"MISSOURI
(38.636168, -92.566292)",
MARYLAND,2016,33,3,,0,,5,,5,,7,,3,,2,,7,,62,,82,,,-,5,,20,,205,,239,,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2016,34,10,,50,,130,,1839,,472,,125,,305,,1924,,9543,,13249,,18,,58,,105,,1718,,2677,,,
NEW ENGLAND,2016,34,,-,1,,39,,250,,9,,1,,12,,30,,461,,471,,2,,5,,13,,174,,170,,,
MID. ATLANTIC,2016,34,9,,2,,13,,106,,94,,19,,53,,92,,1762,,1465,,,-,10,,33,,326,,457,,,
NEW YORK CITY,2016,34,,-,1,,10,,30,,50,,,-,7,,22,,182,,227,,,-,0,,1,,,-,5,,"NEW YORK CITY
",
E.N. CENTRAL,2016,34,1,,17,,54,,611,,186,,20,,66,,143,,2180,,1771,,4,,1,,19,,78,,105,,,
W.N. CENTRAL,2016,34,,-,19,,48,,634,,52,,,-,24,,64,,584,,1370,,1,,2,,8,,74,,152,,,
S. ATLANTIC,2016,34,,-,1,,8,,55,,55,,22,,25,,77,,823,,1115,,5,,15,,29,,468,,772,,,
DIST. OF COL.,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,34,,-,0,,14,,78,,8,,5,,14,,34,,591,,348,,,-,2,,7,,71,,74,,,
W.S. CENTRAL,2016,34,,-,1,,3,,29,,21,,21,,27,,163,,879,,1043,,6,,14,,55,,404,,760,,,
MOUNTAIN,2016,34,,-,0,,6,,39,,16,,17,,34,,72,,976,,2051,,,-,0,,5,,14,,40,,,
PACIFIC,2016,34,,-,1,,7,,37,,31,,20,,40,,1410,,1287,,3615,,,-,3,,17,,109,,147,,,
AMER. SAMOA,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW JERSEY,2016,34,,-,0,,3,,16,,20,,,-,10,,23,,281,,271,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2016,34,,-,0,,2,,,-,23,,,-,0,,13,,2,,181,,,-,0,,4,,4,,21,,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2016,34,,-,0,,2,,2,,,-,,-,0,,2,,6,,4,,1,,0,,2,,15,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WEST VIRGINIA,2016,34,,-,0,,0,,,-,1,,,-,0,,7,,17,,46,,2,,0,,3,,23,,28,,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2016,34,1,,0,,20,,65,,16,,17,,18,,40,,629,,492,,2,,0,,5,,15,,26,,"OHIO
(40.056807, -82.405897)",
MARYLAND,2016,34,,-,0,,5,,5,,12,,3,,2,,7,,65,,85,,,-,5,,21,,226,,252,,"MARYLAND
(39.290443, -76.612333)",
IDAHO,2016,34,,-,0,,1,,1,,8,,1,,1,,8,,70,,171,,,-,0,,3,,8,,6,,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2016,34,,-,0,,5,,7,,2,,,-,1,,3,,27,,24,,1,,0,,2,,14,,14,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PUERTO RICO,2016,34,,-,0,,1,,1,,3,,,-,0,,3,,8,,10,,,-,0,,1,,,-,11,,"PUERTO RICO
(18.215692, -66.414655)",
UTAH,2016,34,,-,0,,1,,1,,,-,,-,4,,15,,106,,392,,,-,0,,2,,,-,13,,"UTAH
(39.359772, -111.584173)",
MONTANA,2016,34,,-,0,,6,,20,,,-,,-,0,,5,,13,,218,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2016,34,,-,0,,1,,1,,4,,,-,1,,7,,27,,34,,,-,0,,4,,15,,56,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2016,34,,-,10,,33,,290,,158,,,-,17,,31,,556,,398,,1,,1,,18,,44,,54,,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2016,34,,-,0,,4,,21,,4,,,-,11,,28,,311,,307,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
CONNECTICUT,2016,34,,-,0,,12,,34,,1,,,-,1,,6,,62,,54,,,-,2,,12,,67,,114,,"CONNECTICUT
(41.544654, -72.651713)",
OREGON,2016,34,,-,0,,1,,4,,3,,,-,5,,14,,138,,471,,,-,0,,3,,6,,11,,"OREGON
(44.567912, -120.156945)",
INDIANA,2016,34,,-,1,,23,,227,,3,,,-,3,,9,,96,,149,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2016,34,,-,0,,8,,27,,3,,,-,7,,31,,179,,256,,3,,5,,10,,165,,232,,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,34,,-,0,,3,,10,,5,,15,,15,,26,,469,,612,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEBRASKA,2016,34,,-,0,,10,,45,,1,,,-,3,,13,,108,,416,,,-,0,,2,,12,,25,,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2016,34,,-,0,,1,,2,,1,,,-,1,,5,,47,,33,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
IOWA,2016,34,,-,16,,47,,548,,24,,,-,3,,11,,76,,99,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2016,34,,-,0,,1,,4,,,-,2,,2,,8,,88,,115,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
DELAWARE,2016,34,,-,0,,0,,,-,2,,,-,0,,3,,11,,6,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2016,34,,-,0,,2,,3,,8,,6,,21,,41,,843,,617,,,-,0,,15,,,-,220,,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2016,34,,-,0,,2,,11,,8,,16,,7,,15,,240,,231,,,-,0,,18,,54,,83,,"FLORIDA
(28.915325, -81.922409)",
MICHIGAN,2016,34,,-,0,,2,,9,,2,,2,,7,,19,,196,,319,,1,,0,,3,,19,,25,,"MICHIGAN
(44.66399, -84.711206)",
VERMONT,2016,34,,-,0,,0,,,-,1,,,-,2,,8,,80,,12,,,-,1,,3,,33,,14,,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2016,34,,-,0,,3,,26,,27,,,-,25,,54,,704,,3025,,,-,2,,14,,94,,133,,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2016,34,,-,0,,0,,,-,5,,,-,0,,7,,,-,45,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2016,34,,-,1,,28,,204,,4,,,-,3,,10,,76,,162,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEVADA,2016,34,,-,0,,1,,1,,,-,,-,0,,7,,1,,91,,,-,0,,2,,4,,5,,"NEVADA
(39.491833, -117.070159)",
ALABAMA,2016,34,,-,0,,1,,1,,1,,,-,3,,7,,121,,112,,,-,1,,7,,58,,64,,"ALABAMA
(32.839182, -86.631125)",
WASHINGTON,2016,34,,-,0,,7,,3,,,-,19,,5,,1382,,317,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2016,34,,-,0,,2,,7,,29,,1,,4,,35,,112,,219,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW MEXICO,2016,34,,-,0,,1,,2,,1,,,-,4,,13,,90,,121,,,-,0,,1,,2,,9,,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2016,34,,-,0,,1,,1,,1,,,-,0,,16,,59,,14,,,-,0,,2,,14,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2016,34,,-,0,,1,,1,,,-,,-,4,,16,,111,,157,,,-,0,,9,,,-,177,,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2016,34,,-,0,,1,,3,,3,,,-,3,,7,,91,,141,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NORTH DAKOTA,2016,34,,-,0,,3,,12,,,-,,-,1,,4,,25,,20,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK,2016,34,9,,0,,9,,57,,16,,13,,13,,50,,456,,350,,,-,7,,33,,326,,232,,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2016,34,,-,0,,1,,4,,2,,1,,6,,21,,213,,433,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2016,34,,-,0,,14,,73,,4,,5,,7,,27,,378,,85,,,-,0,,5,,12,,9,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,34,,-,0,,17,,20,,7,,1,,20,,91,,703,,413,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
ALASKA,2016,34,,-,0,,2,,2,,,-,1,,1,,7,,81,,86,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
MAINE,2016,34,,-,0,,1,,4,,,-,1,,4,,12,,157,,205,,1,,1,,6,,46,,18,,"MAINE
(45.252223, -68.986647)",
KANSAS,2016,34,,-,0,,2,,6,,,-,,-,2,,11,,56,,343,,,-,1,,8,,43,,83,,"KANSAS
(38.345528, -98.201847)",
WYOMING,2016,34,,-,0,,0,,,-,,-,,-,0,,4,,14,,13,,,-,0,,2,,,-,7,,"WYOMING
(43.23558, -108.110518)",
MISSISSIPPI,2016,34,,-,0,,1,,1,,,-,,-,0,,1,,1,,10,,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2016,34,,-,0,,1,,1,,1,,1,,0,,54,,75,,27,,,-,0,,3,,20,,71,,"OKLAHOMA
(35.468494, -97.521264)",
TEXAS,2016,34,,-,0,,3,,27,,15,,20,,24,,119,,742,,942,,6,,12,,51,,369,,633,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2016,34,,-,0,,1,,,-,1,,,-,1,,5,,35,,40,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
UNITED STATES,2016,35,8,,50,,129,,1871,,521,,111,,303,,1924,,9801,,13590,,75,,58,,100,,1825,,2777,,,
NEW ENGLAND,2016,35,,-,1,,38,,255,,9,,5,,12,,30,,484,,479,,2,,5,,10,,176,,175,,,
MID. ATLANTIC,2016,35,6,,2,,14,,118,,106,,27,,53,,92,,1820,,1518,,14,,10,,33,,349,,475,,,
NEW YORK CITY,2016,35,,-,1,,10,,32,,60,,,-,7,,22,,188,,240,,,-,0,,1,,,-,5,,"NEW YORK CITY
",
E.N. CENTRAL,2016,35,,-,16,,54,,616,,214,,17,,67,,146,,2238,,1822,,8,,1,,19,,88,,124,,,
W.N. CENTRAL,2016,35,,-,19,,48,,639,,58,,,-,24,,64,,585,,1402,,2,,2,,8,,76,,157,,,
S. ATLANTIC,2016,35,2,,1,,8,,57,,56,,4,,25,,77,,831,,1161,,8,,14,,27,,484,,791,,,
DIST. OF COL.,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
